empid,firstname,lastname,startdate,exitdate,title,supervisor,ademail,businessunit,employeeclassificationtype,terminationdescription,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,current_employee_rating,department_type_id,performance_id,termination_type_id,employee_status_id,employee_type_id,payzone_name_id,age,department_id,department_name,employee_status_type,employee_type,payzone_id,payzone_name,performance_score,termination_type,age_range,performance_score_decoded,tenure,tenure_in_years
1309,Yamilet,Cohen,2020-08-17,2025-10-06,Production Technician I,Holly Pearson,yamilet.cohen@bilearner.com,SVG,Part-Time,,Field Operations,1980-05-15,MA,Driller,Female,41055,Other,Widowed,3,13,2,1,3,1,3,45,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Unk,40s-50s,2,1876,5.13972602739726
1995,Averie,Wolfe,2022-12-17,2025-10-06,Production Technician II,Brandon Jones,averie.wolfe@bilearner.com,TNS,Full-Time,,Field Operations,1978-08-06,MA,Driller,Female,22396,Other,Married,3,13,2,1,3,2,2,47,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,40s-50s,2,1024,2.8054794520547945
1996,Gaige,Marsh,2021-10-24,2021-11-21,Production Technician II,Carrie Davidson,gaige.marsh@bilearner.com,PYZ,Temporary,Win join best machine feel.,Aerial,1992-07-10,MA,Lineman,Female,92216,White,Single,3,13,2,4,3,1,2,33,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Resignation,30s-40s,2,28,0.07671232876712329
1997,Karli,Ross,2019-02-28,2019-10-11,Production Technician II,Ricky Stephens,karli.ross@bilearner.com,WBL,Full-Time,Tv she everybody picture budget.,Wireline Construction,1990-06-09,MA,Project Manager,Female,64180,Asian,Divorced,3,13,2,2,3,1,1,35,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Retirement,30s-40s,2,225,0.6164383561643836
1998,Amiyah,Beasley,2022-03-24,2025-10-06,Production Technician II,Kathleen Gonzalez,amiyah.beasley@bilearner.com,NEL,Part-Time,,General - Con,1999-02-21,MA,Laborer,Female,34377,Black,Widowed,3,13,2,1,3,3,3,26,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,25s-30s,2,1292,3.5397260273972604
2004,Adyson,Esparza,2021-04-25,2025-10-06,Production Technician I,Michael Austin,adyson.esparza@bilearner.com,PYZ,Full-Time,,Engineers,2001-04-05,MA,Engineer,Female,72181,Other,Divorced,3,13,2,1,3,2,1,24,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,20s-25s,2,1625,4.4520547945205475
2006,Samson,Meza,2021-09-19,2025-10-06,Production Technician I,Renee Valentine,samson.meza@bilearner.com,NEL,Temporary,,Executive,1973-10-23,MA,Chief Operating Officer,Male,72825,Other,Married,3,13,2,1,3,2,3,51,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,50s-60s,2,1478,4.049315068493151
2007,Deacon,Bass,2020-12-15,2025-10-06,Production Technician I,Elizabeth Stewart,deacon.bass@bilearner.com,PL,Temporary,,Splicing,1979-05-05,MA,Splicer,Female,10308,Black,Widowed,3,13,2,1,3,3,3,46,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,40s-50s,2,1756,4.810958904109589
1419,Shania,Bauer,2023-05-22,2025-10-06,Production Technician I,Michael Ingram,shania.bauer@bilearner.com,PL,Full-Time,,Field Operations,1984-01-11,MA,Laborer,Female,50647,Other,Divorced,3,13,4,1,3,2,3,41,13,Production       ,Active,Contract,3,Zone C,Exceeds,Unk,40s-50s,3,868,2.378082191780822
1423,Azaria,Young,2022-06-25,2025-10-06,Production Technician I,Thomas Leon,azaria.young@bilearner.com,WBL,Full-Time,,Aerial,1992-03-12,MA,Laborer,Female,3012,White,Single,3,13,3,1,3,3,2,33,13,Production       ,Active,Full-Time,2,Zone A,Needs Improvement,Unk,30s-40s,1,1199,3.2849315068493152
1441,Miranda,Chavez,2021-11-26,2022-09-23,Production Technician I,Holly Lee,miranda.chavez@bilearner.com,BPC,Temporary,Show home than data her. Act speak also best.,Field Operations,1982-03-16,MA,Laborer,Female,69720,Hispanic,Married,3,13,3,5,3,2,2,43,13,Production       ,Active,Contract,2,Zone A,Needs Improvement,Voluntary,40s-50s,1,301,0.8246575342465754
1442,Makena,Mcintosh,2018-09-27,2025-10-06,Production Technician I,Jerome Warren,makena.mcintosh@bilearner.com,CCDR,Temporary,,Safety,1993-07-10,MA,Safety,Female,31956,Black,Single,3,13,3,1,3,3,2,32,13,Production       ,Active,Full-Time,2,Zone A,Needs Improvement,Unk,30s-40s,1,2566,7.03013698630137
1444,Eugene,Bird,2019-10-03,2025-10-06,Production Technician I,John Mccarty,eugene.bird@bilearner.com,EW,Part-Time,,General - Con,1972-02-21,MA,Laborer,Female,78331,White,Divorced,3,13,3,1,3,2,3,53,13,Production       ,Active,Contract,3,Zone C,Needs Improvement,Unk,50s-60s,1,2195,6.013698630136986
1448,Shiloh,Baird,2020-09-13,2025-10-06,Production Technician I,Jesus Mejia,shiloh.baird@bilearner.com,WBL,Part-Time,,General - Con,1976-08-13,MA,Technician,Female,72868,Other,Single,3,13,3,1,3,1,2,49,13,Production       ,Active,Part-Time,2,Zone A,Needs Improvement,Unk,40s-50s,1,1849,5.065753424657534
2026,Ishaan,Schaefer,2023-05-13,2023-06-10,Production Technician I,James White,ishaan.schaefer@bilearner.com,SVG,Full-Time,Deep new manage big picture.,Field Operations,1970-02-26,MA,Locator,Female,5306,Hispanic,Married,3,13,2,4,3,2,2,55,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Resignation,50s-60s,2,28,0.07671232876712329
2030,Yuliana,Nelson,2019-04-26,2019-05-13,Production Technician I,Nicole Rodriguez,yuliana.nelson@bilearner.com,PYZ,Full-Time,Station opportunity already agency blood answer.,Wireline Construction,1982-08-13,MA,Operator,Female,34988,Asian,Married,3,13,2,4,3,3,1,43,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Resignation,40s-50s,2,17,0.04657534246575343
2031,August,Wiley,2022-02-19,2023-04-05,Production Technician I,Mary Clark,august.wiley@bilearner.com,WBL,Full-Time,Smile friend too now move end institution.,Project Management - Con,1977-06-16,MA,Manager,Male,8786,Asian,Married,3,13,2,3,3,3,3,48,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Involuntary,40s-50s,2,410,1.1232876712328768
2032,Lindsay,Pennington,2022-04-16,2022-12-25,Production Technician I,Daniel Stafford,lindsay.pennington@bilearner.com,NEL,Part-Time,Participant under home.,Field Operations,1996-11-05,MA,Technician,Male,19087,Asian,Divorced,3,13,2,2,3,2,3,28,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Retirement,25s-30s,2,253,0.6931506849315069
2033,Nico,Villarreal,2022-05-12,2025-10-06,Production Technician I,Christopher White,nico.villarreal@bilearner.com,PL,Full-Time,,General - Con,1991-01-28,MA,Laborer,Female,47570,White,Divorced,3,13,2,1,3,3,2,34,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1243,3.4054794520547946
1499,Abigayle,Mccann,2022-02-26,2022-10-16,Production Technician I,Lori Lopez DVM,abigayle.mccann@bilearner.com,CCDR,Full-Time,Win late significant throughout add.,General - Con,1975-04-27,MA,Operator,Female,94816,Other,Married,3,13,2,4,3,2,2,50,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Resignation,50s-60s,2,232,0.6356164383561644
1501,Jaqueline,Gallagher,2021-10-24,2022-10-03,Production Technician I,Mary Higgins,jaqueline.gallagher@bilearner.com,EW,Part-Time,Surface mother in into pick middle too.,Field Operations,1999-10-01,MA,Tower Hand,Male,12961,Hispanic,Widowed,3,13,2,2,3,2,2,25,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Retirement,25s-30s,2,344,0.9424657534246575
1502,Abagail,Banks,2021-05-10,2023-04-10,Production Technician I,Austin Salas,abagail.banks@bilearner.com,MSC,Full-Time,Subject improve what get care test development.,General - Eng,1986-12-15,MA,Administrative,Male,96477,White,Divorced,3,13,2,2,3,3,1,38,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Retirement,30s-40s,2,700,1.917808219178082
1503,Nickolas,Guzman,2021-06-13,2021-06-20,Production Technician I,Marissa Clarke,nickolas.guzman@bilearner.com,TNS,Part-Time,Remember teacher produce use voice.,General - Sga,1985-04-21,MA,Business Development,Female,31097,Black,Single,3,13,2,2,3,2,2,40,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Retirement,40s-50s,2,7,0.019178082191780823
1504,Guillermo,Rose,2019-11-04,2021-07-28,Production Technician I,Cindy Lopez,guillermo.rose@bilearner.com,PYZ,Full-Time,Health section option interview.,Engineers,1971-08-23,MA,Technician,Female,11962,Other,Married,3,13,3,4,3,3,3,54,13,Production       ,Active,Full-Time,3,Zone C,Needs Improvement,Resignation,50s-60s,1,632,1.7315068493150685
3224,Sterling,Davila,2023-04-03,2025-10-06,Production Technician I,Dawn Schultz,sterling.davila@bilearner.com,SVG,Part-Time,,People Services,1970-02-06,MA,Manager,Female,69030,White,Single,5,13,2,1,3,1,2,55,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,917,2.5123287671232877
1643,Kamden,Paul,2019-04-07,2020-12-22,Area Sales Manager,Christopher King,kamden.paul@bilearner.com,SVG,Full-Time,Player when almost cultural.,Aerial,1981-05-19,MA,Supervisor,Male,12567,Other,Widowed,3,16,2,3,3,3,2,44,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Involuntary,40s-50s,2,625,1.7123287671232876
1644,Octavio,Hicks,2023-03-23,2023-03-28,Area Sales Manager,Jasmine Mclaughlin,octavio.hicks@bilearner.com,TNS,Temporary,Away painting appear six live radio.,Aerial,2000-10-05,MA,Foreman,Male,94154,Other,Widowed,3,16,2,5,3,2,3,24,16,IT/IS,Active,Contract,3,Zone C,Fully Meets,Voluntary,20s-25s,2,5,0.0136986301369863
1645,Jaidyn,Malone,2021-02-18,2022-10-28,Area Sales Manager,Jennifer Briggs,jaidyn.malone@bilearner.com,WBL,Temporary,Be choice ever concern.,Fielders,1975-12-19,MA,Engineer,Male,42258,Hispanic,Widowed,3,16,2,4,3,1,2,49,16,IT/IS,Active,Part-Time,2,Zone A,Fully Meets,Resignation,40s-50s,2,617,1.6904109589041096
1647,Isis,Ayala,2019-10-23,2022-07-09,Sales Manager,Johnny Parker,isis.ayala@bilearner.com,EW,Part-Time,Book fill person size institution number attack.,Catv,1986-02-03,MA,Foreman,Male,47015,Black,Widowed,3,16,2,3,3,2,1,39,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Involuntary,30s-40s,2,990,2.712328767123288
2065,Bria,Spence,2020-05-10,2025-10-06,Production Technician II,Yesenia Sandoval,bria.spence@bilearner.com,EW,Full-Time,,Field Operations,1972-02-29,MA,Laborer,Female,18169,Other,Single,3,13,2,1,3,2,3,53,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,50s-60s,2,1975,5.410958904109589
2066,Ellie,Holder,2023-08-04,2023-08-04,Production Technician II,Lisa Bryant,ellie.holder@bilearner.com,MSC,Full-Time,Yeah deal great thousand church least fact.,Project Management - Con,1989-05-25,MA,Manager,Female,71853,Asian,Single,3,13,2,5,3,2,2,36,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Voluntary,30s-40s,2,0,0.0
2069,Simon,Rivers,2022-06-29,2025-10-06,Production Technician II,William Wagner,simon.rivers@bilearner.com,PYZ,Temporary,,Wireline Construction,1991-12-25,MA,Manager,Female,43569,Other,Widowed,3,13,2,1,3,3,3,33,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,1195,3.2739726027397262
2070,Branson,Schneider,2022-07-02,2025-10-06,Production Technician II,David Collins,branson.schneider@bilearner.com,SVG,Full-Time,,Field Operations,1969-02-20,MA,Operator,Female,38800,White,Divorced,3,13,2,1,3,2,2,56,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,50s-60s,2,1192,3.265753424657534
2071,Maren,Whitehead,2023-01-04,2025-10-06,Production Technician II,Jessica Matthews,maren.whitehead@bilearner.com,TNS,Full-Time,,Wireline Construction,1977-05-14,MA,Laborer,Female,72287,White,Widowed,3,13,2,1,3,2,2,48,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,40s-50s,2,1006,2.756164383561644
1506,Hayden,Richmond,2018-09-05,2020-09-08,Production Technician I,Christopher Garcia,hayden.richmond@bilearner.com,NEL,Part-Time,Likely former outside free short occur.,Engineers,1972-06-18,MA,Engineer,Female,25033,Hispanic,Single,3,13,4,2,3,1,1,53,13,Production       ,Active,Part-Time,1,Zone B,Exceeds,Retirement,50s-60s,3,734,2.010958904109589
1510,Alice,House,2021-03-15,2025-10-06,Production Technician I,Stacy Blackwell,alice.house@bilearner.com,SVG,Temporary,,General - Sga,1980-09-16,MA,Technician,Female,79031,Black,Married,3,13,2,1,3,2,3,44,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,40s-50s,2,1666,4.564383561643836
1523,Joel,Eaton,2020-09-15,2023-06-24,Production Technician I,Amber Gutierrez,joel.eaton@bilearner.com,MSC,Full-Time,Key because while father.,People Services,1971-05-30,MA,Director,Male,18628,Other,Married,3,13,2,3,3,2,1,54,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Involuntary,50s-60s,2,1012,2.7726027397260276
1524,Priscilla,Walters,2023-03-16,2025-10-06,Production Technician I,Johnny Simpson,priscilla.walters@bilearner.com,TNS,Temporary,,Engineers,1975-05-13,MA,Engineer,Female,5112,Other,Single,3,13,2,1,3,3,2,50,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,935,2.5616438356164384
1035,Case,Russell,2020-10-13,2025-10-06,Senior BI Developer,Taylor Wright,case.russell@bilearner.com,PL,Temporary,,Underground,1979-02-16,MA,Laborer,Female,41260,Asian,Divorced,3,14,2,1,3,3,2,46,14,Admin Offices,Active,Full-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,1819,4.983561643835617
2072,Gilbert,Hensley,2023-07-08,2025-10-06,Production Technician II,William Walters,gilbert.hensley@bilearner.com,WBL,Temporary,,Project Management - Con,1980-09-07,MA,Engineer,Female,37599,White,Single,3,13,2,1,3,2,2,45,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,40s-50s,2,821,2.249315068493151
2074,Tamia,Byrd,2019-08-19,2025-10-06,Production Technician II,Michelle Williams,tamia.byrd@bilearner.com,WBL,Full-Time,,Field Operations,1967-11-25,MA,Supervisor,Female,11079,Hispanic,Widowed,3,13,2,1,3,1,1,57,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,2240,6.136986301369863
2075,Oliver,Richardson,2018-10-30,2025-10-06,Production Technician I,Vicki Ortega,oliver.richardson@bilearner.com,NEL,Full-Time,,Project Management - Con,1976-10-13,MA,Manager,Female,88221,Other,Married,3,13,2,1,3,2,2,48,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,40s-50s,2,2533,6.93972602739726
3307,Quincy,Cardenas,2019-06-21,2025-10-06,Production Technician I,Henry Armstrong Jr.,quincy.cardenas@bilearner.com,PL,Full-Time,,Executive,1978-10-18,MA,Vp,Male,96247,Asian,Married,4,13,2,1,3,3,3,46,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,40s-50s,2,2299,6.298630136986302
2081,Vicente,Hansen,2020-05-09,2025-10-06,Production Technician I,Kaylee Gross,vicente.hansen@bilearner.com,BPC,Temporary,,Engineers,1988-06-08,MA,Supervisor,Female,84354,Asian,Married,3,13,2,1,3,1,2,37,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1976,5.413698630136986
2083,Edith,Richard,2020-04-12,2025-10-06,Production Technician I,Barbara Mendez,edith.richard@bilearner.com,EW,Temporary,,Engineers,1981-05-16,MA,Technician,Female,92893,Hispanic,Divorced,3,13,2,1,3,2,3,44,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,40s-50s,2,2003,5.487671232876712
2084,Dustin,Snow,2021-03-30,2025-10-06,Production Technician I,Steven Phelps,dustin.snow@bilearner.com,MSC,Full-Time,,Sales & Marketing,1971-02-06,MA,Assistant,Female,77142,Hispanic,Divorced,3,13,2,1,3,2,1,54,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,50s-60s,2,1651,4.523287671232877
2085,Layton,Goodwin,2019-05-05,2022-01-11,Production Technician I,Dana Parker,layton.goodwin@bilearner.com,NEL,Full-Time,Customer make camera truth.,Engineers,1999-07-12,MA,Engineer,Female,8666,Asian,Married,3,13,2,5,3,2,3,26,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Voluntary,25s-30s,2,982,2.6904109589041094
2086,Eliza,Munoz,2021-05-31,2021-11-12,Production Technician I,Steven Short,eliza.munoz@bilearner.com,PL,Part-Time,Capital course trade.,General - Con,1978-11-14,MA,Laborer,Female,26272,Asian,Divorced,3,13,2,2,3,2,2,46,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Retirement,40s-50s,2,165,0.4520547945205479
2089,Ethan,Rhodes,2018-12-29,2020-07-04,Production Technician I,Zachary Hanson,ethan.rhodes@bilearner.com,TNS,Part-Time,Upon situation late.,Technology / It,1966-06-04,MA,Director,Female,93414,White,Married,3,13,2,5,3,2,3,59,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Voluntary,50s-60s,2,553,1.515068493150685
2091,Adalyn,Bass,2022-11-25,2025-10-06,Production Technician II,Christopher Wallace,adalyn.bass@bilearner.com,MSC,Part-Time,,Field Operations,1999-03-14,MA,Locator,Female,72118,Black,Single,3,13,2,1,3,2,3,26,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,25s-30s,2,1046,2.8657534246575342
2092,Hadley,Benson,2019-11-13,2025-10-06,Production Technician II,Sean Jones,hadley.benson@bilearner.com,NEL,Full-Time,,Field Operations,1987-09-09,MA,Laborer,Female,36134,Asian,Widowed,3,13,2,1,3,1,3,38,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,2154,5.901369863013699
2095,Lyric,Solomon,2023-07-14,2023-07-16,Production Technician II,Allen Mckinney,lyric.solomon@bilearner.com,SVG,Full-Time,Night official cut director seven.,Project Management - Con,1997-10-19,MA,Manager,Female,60616,Other,Divorced,3,13,2,2,3,3,2,27,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Retirement,25s-30s,2,2,0.005479452054794521
2096,Jerome,Howard,2023-07-18,2025-10-06,Production Technician II,Stephen Knight,jerome.howard@bilearner.com,TNS,Full-Time,,Field Operations,1985-07-17,MA,Construction Manager,Female,17358,Black,Single,3,13,2,1,3,2,3,40,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,40s-50s,2,811,2.221917808219178
2099,Drake,Wiggins,2018-10-30,2025-10-06,Production Technician I,Victor Graves DVM,drake.wiggins@bilearner.com,BPC,Part-Time,,General - Sga,1969-03-29,MA,Vp,Female,66261,Hispanic,Widowed,4,13,1,1,3,3,1,56,13,Production       ,Active,Full-Time,1,Zone B,PIP,Unk,50s-60s,0,2533,6.93972602739726
2102,Valeria,Zavala,2023-03-24,2025-10-06,Production Technician I,Jose Harris,valeria.zavala@bilearner.com,EW,Part-Time,,Field Operations,1966-01-23,MA,Driller,Female,90728,Asian,Single,2,13,4,1,3,1,1,59,13,Production       ,Active,Part-Time,1,Zone B,Exceeds,Unk,50s-60s,3,927,2.5397260273972604
2103,Nola,Sellers,2020-10-02,2025-10-06,Production Technician I,Stephen Lester,nola.sellers@bilearner.com,MSC,Full-Time,,Field Operations,1986-12-25,MA,Construction Manager,Female,49149,Asian,Widowed,5,13,4,1,3,2,2,38,13,Production       ,Active,Contract,2,Zone A,Exceeds,Unk,30s-40s,3,1830,5.013698630136986
2117,Terrell,Hanna,2020-06-22,2025-10-06,Production Technician II,Blake Proctor,terrell.hanna@bilearner.com,CCDR,Full-Time,,Field Operations,1993-05-17,MA,Laborer,Female,45637,Hispanic,Divorced,2,13,4,1,3,3,1,32,13,Production       ,Active,Full-Time,1,Zone B,Exceeds,Unk,30s-40s,3,1932,5.293150684931507
2118,Dale,Mendoza,2020-01-28,2025-10-06,Production Technician II,Sherry Le,dale.mendoza@bilearner.com,SVG,Temporary,,Project Management - Eng,2000-11-06,MA,Coordinator,Female,41529,White,Widowed,5,13,4,1,3,1,3,24,13,Production       ,Active,Part-Time,3,Zone C,Exceeds,Unk,20s-25s,3,2078,5.693150684931507
2120,Simeon,Pittman,2018-10-05,2025-10-06,Production Technician II,William Waters,simeon.pittman@bilearner.com,MSC,Full-Time,,Wireline Construction,1967-01-17,MA,Lineman,Female,66867,Asian,Divorced,2,13,3,1,3,2,3,58,13,Production       ,Active,Contract,3,Zone C,Needs Improvement,Unk,50s-60s,1,2558,7.008219178082192
2122,Tia,Kent,2021-06-11,2022-11-14,Production Technician I,William Thomas,tia.kent@bilearner.com,BPC,Temporary,Company event positive along avoid.,General - Con,1975-10-21,MA,Locator,Female,65636,Asian,Married,5,13,3,4,3,3,3,49,13,Production       ,Active,Full-Time,3,Zone C,Needs Improvement,Resignation,40s-50s,1,521,1.4273972602739726
2123,Chace,Farley,2021-09-10,2025-10-06,Production Technician I,Jackie Tran,chace.farley@bilearner.com,CCDR,Temporary,,Catv,1979-02-12,MA,Project Manager,Female,96364,White,Widowed,2,13,4,1,3,2,1,46,13,Production       ,Active,Contract,1,Zone B,Exceeds,Unk,40s-50s,3,1487,4.073972602739726
2125,Leslie,Zamora,2019-08-09,2025-10-06,Production Technician I,Sean Ayers,leslie.zamora@bilearner.com,EW,Part-Time,,Engineers,2001-05-30,MA,Project Manager,Female,1514,White,Divorced,4,13,4,1,3,3,1,24,13,Production       ,Active,Full-Time,1,Zone B,Exceeds,Unk,20s-25s,3,2250,6.164383561643835
2126,Chasity,Kennedy,2021-03-08,2022-10-07,Production Technician I,Steven Logan,chasity.kennedy@bilearner.com,MSC,Temporary,Will cut garden exist ability its human.,Technology / It,1969-06-20,MA,Helpdesk,Female,35121,Black,Married,1,13,1,3,3,1,3,56,13,Production       ,Active,Part-Time,3,Zone C,PIP,Involuntary,50s-60s,0,578,1.5835616438356164
2129,Raina,Best,2019-10-07,2025-10-06,Production Technician I,Samantha Alexander,raina.best@bilearner.com,WBL,Temporary,,Field Operations,1988-02-02,MA,Technician,Male,40632,Other,Divorced,2,13,3,1,3,1,1,37,13,Production       ,Active,Part-Time,1,Zone B,Needs Improvement,Unk,30s-40s,1,2191,6.002739726027397
2145,Leo,Hickman,2019-02-27,2025-10-06,Production Technician II,Alex Price,leo.hickman@bilearner.com,WBL,Full-Time,,General - Sga,1989-10-04,MA,Coordinator,Female,58886,Other,Divorced,1,13,4,1,3,3,2,35,13,Production       ,Active,Full-Time,2,Zone A,Exceeds,Unk,30s-40s,3,2413,6.610958904109589
